id,sentiment,text
681462402,negative,userMentionToken still in yuma waiting for 2702 to go. looks like i might miss 2696 to montereyregionalairport need options please
681462403,negative,"userMentionToken userMentionToken thanks for your feedback, alan. thx, but no help as i watch a flt lve w/open seats and i wait 3hrs for nxt flt"
681462404,neutral,userMentionToken i don't think the us site allows that (unlike urlToken can i use a us credit if i held on urlToken
681462405,positive,userMentionToken lol me too
681462406,negative,userMentionToken still waiting on a response
681462407,negative,userMentionToken - who do i call to use credit fm. prev. cxl tix that can't be rebooked online?rep i called quoted me $1k higher than the website.
681462408,negative,userMentionToken so basically i am stuck paying for hidden fees and being bumped to an inferior flight. jetblue here i come. usairways mergers
681462409,neutral,userMentionToken how will i change it?
681462410,negative,userMentionToken oh the irony. a dog who will not spot barking in waiting area is now right in front of me! please send me a cocktail coupon stat
681462411,neutral,userMentionToken userMentionToken when is us air switching to aa ios app? aa app is much better.
681462412,neutral,"userMentionToken a $75 change is ok most of the time but if there r open seats on earlier flt and no chkd bag, why not let someone fly standby?"
681462413,positive,"userMentionToken thanks to the gate agent in state college, pa that was able to get me on an earlier flight and figure out an earlier connection!"
681462414,positive,userMentionToken i just think it's weird to have mileage as 666
681462415,neutral,userMentionToken flight 1783 clt to bos
681462416,negative,userMentionToken some of my 4 kids are anxious. husband and i can't sit with all 4 with current setup. no warning that our 6 seats changed.
681462417,negative,userMentionToken but you guys switched me and didn't inform me of the chathes
681462418,negative,"userMentionToken worst airline ever....left without luggage for 7 days, submit $700 expenses and they offer a refund of $297? badservice"
681462419,negative,"userMentionToken your app is bad, and you should feel bad."
681462420,negative,userMentionToken still irritated that our well planned and booked return was messed with &amp; with no warning.
681462421,neutral,userMentionToken is $99 companion ticket benefit of premier world mastercard still limited to usairways flights or do aa now qualify as well?
681462422,negative,userMentionToken is probably losing a family of world travelers as customers due to broken processes. userMentionToken i hope you can fix it
681462423,neutral,"userMentionToken only for one flight, though. the 2nd leg my kids are sitting scattered about the aircraft."
681462424,negative,"userMentionToken yes thanks i have never seen anything like this and i come to yuma all the time, big disappointment. there are 40+ still waiting"
681462425,negative,userMentionToken you will be hearing a lot more from me instead of your feedback when i get back home.
681462426,negative,userMentionToken has the most ass backwards process for using credits on flights. even trying to get a hold of customer relations is impossible
681462427,negative,userMentionToken userMentionToken will you be destroying lives in eastern userMentionToken during this lively little event? for profits you will.
681462428,negative,userMentionToken 5 hour cross country morning flight and you have no food? badservice
681462429,neutral,"userMentionToken userMentionToken been with us airways since 03, back and forth gatwick - charlotte, then lhr. bit sad nostalgic way."
681462430,negative,userMentionToken understood and i am sympathetic. how do i get my $100 back? i shouldn't have to pay especially if you switched my flight.
681462431,negative,userMentionToken we bought our tickets months ago. had seats together for all 6. haven't changed flight. now 4 kids seats are scattered on plane.
681462432,negative,userMentionToken 1 person to check in 50 people and the plane boards in 20 minutes and he is telling people userMentionToken exec bene's not honored
681462433,neutral,userMentionToken no problem...just funny have a nice day
681462434,neutral,userMentionToken yes travel is complete flight 5095 from clt to cak feb 18
681462435,negative,userMentionToken cancelled flightled due to maintenance. the plane was there for 10 hours. get your shit together because there are a lot of people unhappy.
681462436,negative,userMentionToken a year and every time with us air something happens. i sat waiting for a re-scheduled flight for 10 hours then to say its
681462437,negative,"userMentionToken was switched to an american airlines flight, not by choice, and now i am charged $50 for bags? thought y'all merged?"
681462438,negative,userMentionToken my flight cost me just under $800 and this is what happens? i fly with userMentionToken and have no problems. i come the us 4-5 times...
681462439,neutral,userMentionToken userMentionToken even airlines are scheming to get a follow from obj lmaooo
681462440,negative,userMentionToken no i got to philly on monday and got to my final destination south carolina on wednesday. its not acceptable.
681462441,negative,userMentionToken over an hour now and still no one at the yuma counter
681462442,neutral,userMentionToken can you dm me &amp; add me to the upgrade list for a flt tonight?
681462443,negative,userMentionToken now you have over 50 people in line. this is stupid!!! what the heck!
